sequence,target,seg_id,speaker_id,dataset,speech_register
"[4, 1, 5, 4, 4, 1, 4, 4, 4, 4]",1,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[1, 5, 4, 4, 1, 4, 4, 4, 4, 1]",4,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 3, 4, 1, 4, 1]",3,B-42_17_pass1_598_17,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 3, 4, 1, 4, 1, 3]",4,B-42_17_pass1_598_17,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 5]",3,B-42_17_pass1_598_19,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 4, 5, 3]",3,B-42_17_pass1_598_19,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 1, 3, 1, 1]",1,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 1, 3, 1, 1, 1]",4,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 3, 1, 1, 1, 4]",5,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 1, 3, 1, 1, 1, 4, 5]",4,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 3, 1, 1, 1, 4, 5, 4]",2,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[4, 1, 3, 1, 1, 1, 4, 5, 4, 2]",3,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[1, 3, 1, 1, 1, 4, 5, 4, 2, 3]",5,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[3, 1, 1, 1, 4, 5, 4, 2, 3, 5]",1,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[1, 1, 1, 4, 5, 4, 2, 3, 5, 1]",4,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 5, 4, 2, 3, 5, 1, 4]",4,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[1, 4, 5, 4, 2, 3, 5, 1, 4, 4]",1,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[4, 5, 4, 2, 3, 5, 1, 4, 4, 1]",4,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[5, 4, 2, 3, 5, 1, 4, 4, 1, 4]",4,B-43_11_pass1_1040_4,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 3, 3, 1, 1, 1, 4, 4]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[4, 4, 3, 3, 1, 1, 1, 4, 4, 4]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[4, 3, 3, 1, 1, 1, 4, 4, 4, 4]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[3, 3, 1, 1, 1, 4, 4, 4, 4, 4]",1,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[3, 1, 1, 1, 4, 4, 4, 4, 4, 1]",1,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[1, 1, 1, 4, 4, 4, 4, 4, 1, 1]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 1, 1, 4]",3,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 1, 1, 4, 3]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 3, 4]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 3, 4, 4]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 3, 4, 4, 4]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 3, 4, 4, 4, 4]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[4, 1, 1, 4, 3, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 3, 4, 4, 4, 4, 4, 4]",1,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[1, 4, 3, 4, 4, 4, 4, 4, 4, 1]",4,B-43_11_pass1_1072_1,B-43,IDSLabel-norm,IDS
"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1072_11,B-43,IDSLabel-norm,IDS
"[5, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1072_11,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1072_11,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1072_11,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1072_11,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1072_11,B-43,IDSLabel-norm,IDS
"[4, 1, 1, 1, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[1, 1, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 4, 4, 4]",1,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 4, 4, 1]",1,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 4, 4, 1, 1]",1,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 4, 4, 1, 1, 1]",1,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 1, 1, 1, 1]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 1, 1, 1, 1, 4]",4,B-43_11_pass1_109_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 1, 3, 4, 1]",4,B-43_11_pass1_109_14,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 1, 3, 4, 1, 4]",4,B-43_11_pass1_109_14,B-43,IDSLabel-norm,IDS
"[3, 3, 4, 1, 4, 4, 4, 4, 1, 1]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[3, 4, 1, 4, 4, 4, 4, 1, 1, 4]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 1, 1, 4, 4]",1,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 1, 1, 4, 4, 1]",1,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 4, 1, 1]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 1, 1, 4]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 1, 1, 4, 4]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 1, 1, 4, 4, 4]",1,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 4, 1, 1, 4, 4, 4, 1]",1,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 1, 1, 4, 4, 4, 1, 1]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 4, 1, 1, 4]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 4, 1, 1, 4, 4]",1,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 1, 1, 4, 4, 1]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 4, 1, 1, 4, 4, 1, 4]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 1, 4, 4]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 1, 4, 4, 4]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 1, 4, 4, 4, 4]",4,B-43_11_pass1_109_3,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 4, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",3,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 3]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 3, 4]",1,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 3, 4, 1]",5,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 3, 4, 1, 5]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 3, 4, 1, 5, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 1, 1, 4, 3, 4, 1, 5, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 3, 4, 1, 5, 4, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[1, 4, 3, 4, 1, 5, 4, 4, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 3, 4, 1, 5, 4, 4, 4, 4, 4]",1,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[3, 4, 1, 5, 4, 4, 4, 4, 4, 1]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[4, 1, 5, 4, 4, 4, 4, 4, 1, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[1, 5, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-43_11_pass1_109_5,B-43,IDSLabel-norm,IDS
"[1, 1, 1, 4, 4, 4, 3, 3, 5, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 3, 3, 5, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 4, 3, 3, 5, 4, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 3, 3, 5, 4, 4, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 3, 3, 5, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 3, 3, 5, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[3, 3, 5, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[3, 5, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[5, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",1,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 1]",1,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 4, 1, 1]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 1, 1, 4]",4,B-43_11_pass1_109_8,B-43,IDSLabel-norm,IDS
"[4, 3, 3, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[3, 3, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[3, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",5,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 5]",3,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 5, 3]",4,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 5, 3, 4]",1,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 5, 3, 4, 1]",3,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 5, 3, 4, 1, 3]",4,B-43_11_pass1_1410_1,B-43,IDSLabel-norm,IDS
"[3, 1, 1, 1, 4, 4, 1, 1, 3, 4]",4,B-43_11_pass1_1410_11,B-43,IDSLabel-norm,IDS
"[1, 1, 1, 4, 4, 1, 1, 3, 4, 4]",5,B-43_11_pass1_1410_11,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 4, 1, 1, 3, 4, 4, 5]",1,B-43_11_pass1_1410_11,B-43,IDSLabel-norm,IDS
"[1, 2, 4, 4, 4, 3, 4, 1, 2, 6]",1,B-43_11_pass1_1410_6,B-43,IDSLabel-norm,IDS
"[1, 1, 4, 1, 1, 4, 3, 1, 4, 4]",4,B-43_11_pass1_1427_14,B-43,IDSLabel-norm,ADS
"[1, 4, 1, 1, 4, 3, 1, 4, 4, 4]",1,B-43_11_pass1_1427_14,B-43,IDSLabel-norm,ADS
"[4, 1, 1, 4, 3, 1, 4, 4, 4, 1]",4,B-43_11_pass1_1427_14,B-43,IDSLabel-norm,ADS
"[1, 1, 4, 3, 1, 4, 4, 4, 1, 4]",1,B-43_11_pass1_1427_14,B-43,IDSLabel-norm,ADS
"[1, 4, 3, 1, 4, 4, 4, 1, 4, 1]",4,B-43_11_pass1_1427_14,B-43,IDSLabel-norm,ADS
"[4, 3, 1, 4, 4, 4, 1, 4, 1, 4]",4,B-43_11_pass1_1427_14,B-43,IDSLabel-norm,ADS
"[3, 1, 4, 4, 4, 1, 4, 1, 4, 4]",4,B-43_11_pass1_1427_14,B-43,IDSLabel-norm,ADS
"[4, 4, 1, 1, 4, 1, 4, 4, 1, 3]",1,B-43_11_pass1_1427_21,B-43,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3,B-43_11_pass1_1427_27,B-43,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 3]",6,B-43_11_pass1_1427_27,B-43,IDSLabel-norm,IDS
"[4, 4, 1, 4, 1, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_3,B-43,IDSLabel-norm,ADS
"[4, 1, 4, 1, 4, 4, 4, 4, 4, 4]",1,B-43_11_pass1_1427_3,B-43,IDSLabel-norm,ADS
"[1, 4, 1, 4, 4, 4, 4, 4, 4, 1]",3,B-43_11_pass1_1427_3,B-43,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 1, 3]",5,B-43_11_pass1_1427_3,B-43,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 1, 3, 5]",4,B-43_11_pass1_1427_3,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 1]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 4, 1, 4]",1,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 4, 1, 4, 1]",3,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 1, 4, 1, 3]",3,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 1, 4, 1, 3, 3]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 4, 1, 3, 3, 4]",1,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 1, 3, 3, 4, 1]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 4, 1, 4, 1, 3, 3, 4, 1, 4]",1,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 1, 4, 1, 3, 3, 4, 1, 4, 1]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[1, 4, 1, 3, 3, 4, 1, 4, 1, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 1, 3, 3, 4, 1, 4, 1, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[1, 3, 3, 4, 1, 4, 1, 4, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[3, 3, 4, 1, 4, 1, 4, 4, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[3, 4, 1, 4, 1, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 1, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[1, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_39,B-43,IDSLabel-norm,ADS
"[1, 3, 4, 1, 3, 5, 4, 1, 3, 1]",4,B-43_11_pass1_1427_42,B-43,IDSLabel-norm,ADS
"[3, 4, 1, 3, 5, 4, 1, 3, 1, 4]",1,B-43_11_pass1_1427_42,B-43,IDSLabel-norm,ADS
"[3, 4, 3, 1, 4, 4, 4, 1, 3, 1]",3,B-43_11_pass1_1427_44,B-43,IDSLabel-norm,ADS
"[4, 3, 1, 4, 4, 4, 1, 3, 1, 3]",1,B-43_11_pass1_1427_44,B-43,IDSLabel-norm,ADS
"[3, 1, 4, 4, 4, 1, 3, 1, 3, 1]",3,B-43_11_pass1_1427_44,B-43,IDSLabel-norm,ADS
"[1, 4, 4, 4, 1, 3, 1, 3, 1, 3]",1,B-43_11_pass1_1427_44,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 1, 3, 1, 3, 1, 3, 1]",4,B-43_11_pass1_1427_44,B-43,IDSLabel-norm,ADS
"[1, 4, 1, 4, 4, 1, 4, 4, 4, 1]",3,B-43_11_pass1_1427_5,B-43,IDSLabel-norm,ADS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_53,B-43,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-43_11_pass1_1427_53,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-43_11_pass1_1427_53,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-43_11_pass1_1427_53,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3,B-43_11_pass1_1427_53,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 3]",1,B-43_11_pass1_1427_53,B-43,IDSLabel-norm,ADS
"[4, 4, 1, 1, 4, 4, 1, 3, 1, 4]",4,B-43_11_pass1_1427_57,B-43,IDSLabel-norm,ADS
"[4, 1, 1, 4, 4, 1, 3, 1, 4, 4]",4,B-43_11_pass1_1427_57,B-43,IDSLabel-norm,ADS
"[1, 1, 4, 4, 1, 3, 1, 4, 4, 4]",4,B-43_11_pass1_1427_57,B-43,IDSLabel-norm,ADS
"[1, 4, 4, 1, 3, 1, 4, 4, 4, 4]",4,B-43_11_pass1_1427_57,B-43,IDSLabel-norm,ADS
"[4, 4, 1, 3, 1, 4, 4, 4, 4, 4]",1,B-43_11_pass1_1427_57,B-43,IDSLabel-norm,ADS
"[4, 1, 3, 1, 4, 4, 4, 4, 4, 1]",4,B-43_11_pass1_1427_57,B-43,IDSLabel-norm,ADS
"[1, 3, 1, 4, 4, 4, 4, 4, 1, 4]",4,B-43_11_pass1_1427_57,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",3,B-43_11_pass1_1427_62,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 3]",1,B-43_11_pass1_1427_62,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 3, 1]",4,B-43_11_pass1_1427_62,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 3, 1, 4]",4,B-43_11_pass1_1427_62,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 3, 1, 4, 4]",1,B-43_11_pass1_1427_62,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 3, 1, 4, 4, 1]",3,B-43_11_pass1_1427_62,B-43,IDSLabel-norm,ADS
"[4, 4, 1, 3, 1, 4, 1, 4, 4, 4]",4,B-43_11_pass1_1427_64,B-43,IDSLabel-norm,ADS
"[4, 1, 3, 1, 4, 1, 4, 4, 4, 4]",3,B-43_11_pass1_1427_64,B-43,IDSLabel-norm,ADS
"[1, 3, 1, 4, 1, 4, 4, 4, 4, 3]",4,B-43_11_pass1_1427_64,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-43_11_pass1_1427_66,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",6,B-43_11_pass1_1427_66,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 6]",1,B-43_11_pass1_1427_66,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 6, 1]",3,B-43_11_pass1_1427_66,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-43_11_pass1_1427_70,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-43_11_pass1_1427_70,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",4,B-43_11_pass1_1427_70,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",1,B-43_11_pass1_1427_70,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 1, 4, 4, 1]",4,B-43_11_pass1_1427_70,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 1, 4, 4, 1, 4]",4,B-43_11_pass1_1427_70,B-43,IDSLabel-norm,ADS
"[4, 4, 4, 1, 1, 4, 4, 1, 4, 4]",4,B-43_11_pass1_1427_70,B-43,IDSLabel-norm,ADS
"[4, 4, 1, 1, 4, 4, 1, 4, 4, 4]",4,B-43_11_pass1_1427_70,B-43,IDSLabel-norm,ADS
